(10, 3, 0.6, 1, 0.018058300018310547, 0.010032176971435547)
(10, 3, 0.6, 1, 0.009026050567626953, 0.008521080017089844)
(10, 3, 0.6, 1, 0.011600017547607422, 0.013069868087768555)
(10, 3, 0.6, 1, 0.008545398712158203, 0.009545087814331055)
(10, 3, 0.6, 1, 0.01024174690246582, 0.011531829833984375)
(10, 3, 0.6, 1, 0.010027408599853516, 0.01068115234375)
(10, 3, 0.6, 1, 0.010030746459960938, 0.015538215637207031)
(10, 3, 0.6, 1, 0.008315324783325195, 0.010554313659667969)
(10, 3, 0.6, 1, 0.009544610977172852, 0.008022069931030273)
(10, 3, 0.6, 1, 0.009026050567626953, 0.008863449096679688)
(10, 3, 0.6, 5, 0.0135498046875, 0.01359868049621582)
(10, 3, 0.6, 5, 0.01265573501586914, 0.018572568893432617)
(10, 3, 0.6, 5, 0.012537002563476562, 0.013527393341064453)
(10, 3, 0.6, 5, 0.013080120086669922, 0.013040781021118164)
(10, 3, 0.6, 5, 0.01461482048034668, 0.014342546463012695)
(10, 3, 0.6, 5, 0.014176130294799805, 0.013849973678588867)
(10, 3, 0.6, 5, 0.014305591583251953, 0.013031721115112305)
(10, 3, 0.6, 5, 0.014540672302246094, 0.013025045394897461)
(10, 3, 0.6, 5, 0.012530803680419922, 0.014077186584472656)
(10, 3, 0.6, 5, 0.012620687484741211, 0.014541864395141602)
(10, 3, 0.6, 10, 0.014551401138305664, 0.014535665512084961)
(10, 3, 0.6, 10, 0.013538122177124023, 0.015604019165039062)
(10, 3, 0.6, 10, 0.013548851013183594, 0.014530420303344727)
(10, 3, 0.6, 10, 0.01311802864074707, 0.013535261154174805)
(10, 3, 0.6, 10, 0.014533042907714844, 0.01453399658203125)
(10, 3, 0.6, 10, 0.01372528076171875, 0.013028621673583984)
(10, 3, 0.6, 10, 0.014133691787719727, 0.016124963760375977)
(10, 3, 0.6, 10, 0.014031171798706055, 0.013128280639648438)
(10, 3, 0.6, 10, 0.018184423446655273, 0.014538764953613281)
(10, 3, 0.6, 10, 0.013563156127929688, 0.01578068733215332)
(10, 3, 0.8, 1, 0.010029315948486328, 0.011521577835083008)
(10, 3, 0.8, 1, 0.011528730392456055, 0.010028839111328125)
(10, 3, 0.8, 1, 0.008560895919799805, 0.010035276412963867)
(10, 3, 0.8, 1, 0.01103353500366211, 0.010442018508911133)
(10, 3, 0.8, 1, 0.009525775909423828, 0.011536598205566406)
(10, 3, 0.8, 1, 0.010022163391113281, 0.009019613265991211)
(10, 3, 0.8, 1, 0.00801992416381836, 0.009624004364013672)
(10, 3, 0.8, 1, 0.0442805290222168, 0.010023832321166992)
(10, 3, 0.8, 1, 0.009012460708618164, 0.009931802749633789)
(10, 3, 0.8, 1, 0.012553930282592773, 0.01052713394165039)
(10, 3, 0.8, 5, 0.015545368194580078, 0.018121957778930664)
(10, 3, 0.8, 5, 0.015045404434204102, 0.01654052734375)
(10, 3, 0.8, 5, 0.015537738800048828, 0.015036344528198242)
(10, 3, 0.8, 5, 0.01667475700378418, 0.017020225524902344)
(10, 3, 0.8, 5, 0.016563892364501953, 0.015535593032836914)
(10, 3, 0.8, 5, 0.015039205551147461, 0.019627094268798828)
(10, 3, 0.8, 5, 0.017546892166137695, 0.01960277557373047)
(10, 3, 0.8, 5, 0.01703667640686035, 0.019091367721557617)
